topic_id,word,accent,mean_cn,freq,word_length,source_table,options,tag_id,word_level_id
17299,development,/dɪˈveləpmənt/,n. 发展；开发；开发区,3.0,11,dict_d_f,"[5331, 5202, 6165]",0,564
1421,hierarchical,/ˌhaɪəˈrɑːrkɪkl/,adj. 分等级的,9.0,12,dict_g_k,"[16378, 5009, 12118]",0,564
5770,wing,/wɪŋ/,n. 翅膀；机翼；门厅；分部；  v. 飞行；空运,5.0,4,dict_t_z,"[9276, 481306, 391127]",0,564
8210,region,/ˈriːdʒən/,n. 地区，区域，地带；范围；行政区；身体部位；（一个国家内）有…特色，以…知名的地区,6.0,6,dict_p_r,"[293054, 1953, 15950]",0,564
10105,persuade,/pərˈsweɪd/,v. 劝说；说服；使相信,5.0,8,dict_p_r,"[660, 3952, 469487]",0,564
2758,excessive,/ɪkˈsesɪv/,adj. 过多的；过分的；极度的,8.0,9,dict_d_f,"[472176, 8529, 6247]",0,564
8585,introductory,/ˌɪntrəˈdʌktəri/,adj. 入门的；介绍性的,10.0,12,dict_g_k,"[7997, 4288, 400238]",0,564
5775,leisure,/ˈliːʒər/,n. 闲暇，休闲；  adj. 空闲的,7.0,7,dict_l_o,"[6901, 11375, 3850]",0,564
8009,climb,/klaɪm/,v. 攀登，爬；上升，增长；  n. 攀爬；升值,4.0,5,dict_c,"[414, 16483, 8210]",0,564
1444,howl,/haʊl/,v. （狼、狗等）嗥叫；（风等）呼啸；吼叫，哀号；  n. 嗥叫，哀号,7.0,4,dict_g_k,"[9553, 5896, 466915]",0,564
2546,tolerance,/ˈtɑːlərəns/,n. 容忍，宽恕；忍耐力；（动植物对药物或毒药的）耐受性,8.0,9,dict_t_z,"[4549, 8443, 17110]",0,564
2291,ridiculous,/rɪˈdɪkjələs/,adj. 可笑的，荒谬的；愚蠢的,7.0,10,dict_p_r,"[10312, 438, 677]",0,564
5810,reception,/rɪˈsepʃn/,n. 前台，接待处；接收，欢迎；招待会；（信号的）接收效果,6.0,9,dict_p_r,"[8900, 6626, 1443]",0,564
825,deprivation,/ˌdeprɪˈveɪʃn/,n. 剥夺；免职；匮乏；丧失；损失；免职,10.0,11,dict_d_f,"[7192, 4308, 5737]",0,564
6634,recognition,/ˌrekəɡˈnɪʃn/,n. 承认，认可；认出；认识；赞誉；识别；表彰；赞扬,7.0,11,dict_p_r,"[4781, 4731, 15132]",0,564
5161,derive,/dɪˈraɪv/,v. 源自；获得；得自；引申于,8.0,6,dict_d_f,"[424022, 1636, 3875]",0,564
8964,fortnight,/ˈfɔːrtnaɪt/,n. 两星期,6.0,9,dict_d_f,"[5296, 8506, 4315]",0,564
5832,fabric,/ˈfæbrɪk/,n. 布料，织物；质地；（社会、机构等的）结构,8.0,6,dict_d_f,"[5649, 9114, 4074]",0,564
4967,supply,/səˈplaɪ/,n. 供应；补给；（复数）储备；供给品；  v. 供给；提供；供应,4.0,6,dict_s,"[7819, 67754, 5150]",0,564
4030,tackle,/ˈtækl/,v. 对付，处理，解决（难题）；（足球等比赛中）阻截；  n. 阻截；钓具；滑轮（组）,8.0,6,dict_t_z,"[4111, 1319, 394880]",0,564
5417,hum,/hʌm/,v. 发出嗡嗡声，哼（歌曲）；  n. 轰鸣声，嗡嗡声,8.0,3,dict_g_k,"[476531, 293054, 11411]",0,564
5206,warrant,/ˈwɔːrənt/,n. 授权令（包括逮捕令、搜查令等）；正当理由；凭证；  v. 使正当；保证；使……有必要,8.0,7,dict_t_z,"[1752, 8963, 348]",0,564
5868,sketch,/sketʃ/,n. 素描；梗概；速写；草图；短文，短剧；  v. 速写；打草稿；画素描；简述；描绘略图；写生,7.0,6,dict_s,"[9775, 16086, 7246]",0,564
1543,indigenous,/ɪnˈdɪdʒənəs/,adj. 土生土长的，本土的,10.0,10,dict_g_k,"[5161, 16633, 17608]",0,564
19527,lake,/leɪk/,n. 湖泊,3.0,4,dict_l_o,"[467038, 7472, 893]",0,564
9307,assignment,/əˈsaɪnmənt/,n. （课外）作业；分配，委派；任务,7.0,10,dict_a_b,"[644, 16588, 672]",0,564
15207,humane,/hjuːˈmeɪn/,adj. 人道的；仁慈的,9.0,6,dict_g_k,"[8649, 2733, 13554]",0,564
5889,solemn,/ˈsɑːləm/,adj. 严肃的；庄严的，隆重的；神圣的,8.0,6,dict_s,"[412650, 10761, 2181]",0,564
3866,considerable,/kənˈsɪdərəbl/,adj. 相当大的；重要的；可观的；相当多的,6.0,12,dict_c,"[10146, 427923, 391557]",0,564
15906,several,/ˈsevrəl/,det. 几个；  adj. 各自的，分别的,1.0,7,dict_s,"[2446, 4091, 4069]",0,564
4017,marine,/məˈriːn/,adj. 海洋的；航海的；海产的；海军的；海生的；海船的；  n. 海军陆战队,8.0,6,dict_l_o,"[6601, 4003, 4343]",0,564
8398,revolution,/ˌrevəˈluːʃn/,n. 革命；旋转,6.0,10,dict_p_r,"[1860, 2253, 5570]",0,564
5963,fierce,/fɪrs/,adj. 凶猛的；激烈的；猛烈的；恶劣的，极端的,6.0,6,dict_d_f,"[8445, 4120, 7160]",0,564
652,conventional,/kənˈvenʃənl/,adj. 普通的，常规的；传统的，惯用的；（武器、战争）非核的，常规的 ,7.0,12,dict_c,"[6836, 650, 5520]",0,564
5842,burst,/bɜːrst/,n. 爆炸；爆裂；迸发；  v. 爆炸；冲；冲出；突破；冲破；迸发；  vi. 突然出现；充满；  vt. 使爆炸；使胀满；使绽开,5.0,5,dict_a_b,"[420, 391675, 17985]",0,564
16471,receive,/rɪˈsiːv/,vt. 得到，收到；接球；遭受；对…作出反应；接待，会客，接见，招待；获得；接受，容纳；【电子学】 接收,3.0,7,dict_p_r,"[9637, 574, 4091]",0,564
9514,harassment,/həˈræsmənt/,n. 骚扰；扰乱；烦恼事,9.0,10,dict_g_k,"[16316, 19505, 15265]",0,564
5974,enthusiastic,/ɪnˌθuːziˈæstɪk/,adj. 狂热的，极感兴趣的；热情的；热心的；热衷的,6.0,12,dict_d_f,"[2574, 5729, 365]",0,564
1054,epidemic,/ˌepɪˈdemɪk/,adj. 流行性的，传染的；  n. 传染病；（犯罪等的）盛行,8.0,8,dict_d_f,"[6247, 5657, 19557]",0,564
17964,common,/ˈkɑːmən/,adj. 普通的；共同的；一般的，常见的；  n. 公地；平民；普通；公园,2.0,6,dict_c,"[18149, 5298, 4975]",0,564
19817,precisely,/prɪˈsaɪsli/,adv. 精确地；恰恰；准确地；的确如此；（强调真实或明显）正是，确实,5.0,9,dict_p_r,"[6785, 6752, 2355]",0,564
5748,dispute,/dɪˈspjuːt/,n. 争论，争端；  v. 争执，驳斥,8.0,7,dict_d_f,"[1575, 2211, 5980]",0,564
6131,instrument,/ˈɪnstrəmənt/,n. 仪器；工具；乐器；手段,6.0,10,dict_g_k,"[4077, 5463, 8614]",0,564
522661,implementation,/ˌɪmplɪmenˈteɪʃn/,n. 落实，执行，履行；装置,7.0,14,dict_g_k,"[6834, 8458, 8357]",0,564
3973,mortgage,/ˈmɔːrɡɪdʒ/,n. 抵押贷款；  v. 抵押,8.0,8,dict_l_o,"[1674, 11201, 4202]",0,564
1438,hose,/hoʊz/,n. 输水软管；  v. 用水管冲洗（汽车等）,7.0,4,dict_g_k,"[1830, 358, 8732]",0,564
893,disciplinary,/ˈdɪsəpləneri/,adj. 纪律的，纪律严明的；训练的；学科的,9.0,12,dict_d_f,"[4639, 16602, 517]",0,564
6142,observation,/ˌɑːbzərˈveɪʃn/,n. 观察；评论；注意；遵守；观测,6.0,11,dict_l_o,"[4235, 854, 5704]",0,564
11341,simply,/ˈsɪmpli/,adv. 简单地；仅仅，只不过；实在，的确；坦白地；朴素地；简直,3.0,6,dict_s,"[470460, 11010, 2408]",0,564
4016,craft,/kræft/,n. 手艺，工艺；技艺；船；航天器；职业；  vt. 手工制作，精心制作,7.0,5,dict_c,"[4430, 18209, 517]",0,564
7298,humid,/ˈhjuːmɪd/,adj. 潮湿的；湿润的；多湿气的,9.0,5,dict_g_k,"[15458, 11154, 6445]",0,564
767,decorative,/ˈdekəreɪtɪv/,adj. 装饰性的,9.0,10,dict_d_f,"[433190, 7229, 5994]",0,564
6261,workshop,/ˈwɜːrkʃɑːp/,n. 车间，工场，工作室；研讨会；讲习班；作坊,7.0,8,dict_t_z,"[5750, 132, 5654]",0,564
4237,advocate,"/ˈædvəˌkeɪt/, /ˈædvəkɪt/",v. 提倡，主张；为……辩护（读作/ˈædvəˌkeɪt/）；支持，拥护；  n. 辩护律师；拥护者；提倡者；支持者；律师（读作/ˈædvəkɪt/）；鼓吹者,7.0,8,dict_a_b,"[8208, 5595, 1123]",0,564
6741,seminar,/ˈsemɪnɑːr/,n. 研究班；研讨会；研究课程,8.0,7,dict_s,"[471128, 417269, 19775]",0,564
1586,innovative,/ˈɪnəveɪtɪv/,adj. 创新的，革新的,9.0,10,dict_g_k,"[9534, 5330, 4979]",0,564
6048,hurl,/hɜːrl/,v. 用力投掷；  n. 猛投,9.0,4,dict_g_k,"[1483, 9109, 470460]",0,564
6293,lecture,/ˈlektʃər/,n. 演讲；讲座；讲课；训斥，教训；  v. 演讲；讲座；讲课；教训,5.0,7,dict_l_o,"[561, 400, 5990]",0,564
1061,equity,/ˈekwəti/,n. 公平，公正；衡平法；普通股；抵押资产的净值,10.0,6,dict_d_f,"[5433, 5751, 8614]",0,564
1967,obese,/oʊˈbiːs/,adj. 肥胖的；过胖的,8.0,5,dict_l_o,"[5757, 5957, 9796]",0,564
535,compensate,/ˈkɑːmpenseɪt/,v. 赔偿；给……报酬；弥补,8.0,10,dict_c,"[5559, 7243, 438836]",0,564
10542,genuine,/ˈdʒenjuɪn/,adj. 真正的；真的；真诚的；可信赖的,7.0,7,dict_g_k,"[10246, 13283, 443508]",0,564
6335,butt,/bʌt/,n. 屁股；底部；  v. （人）用头顶撞；（动物）用头（或角）顶；  adv. 猛撞；用头撞,8.0,4,dict_a_b,"[8237, 7994, 16171]",0,564
4953,resource,/ˈriːsɔːrs/,n. 资源；资料；财力；物力；办法；谋略；  v. 向…提供资金（或设备）,7.0,8,dict_p_r,"[5258, 391449, 18344]",0,564
6647,crop,/krɑːp/,n. 作物，庄稼；（一季的）收成；一批，大量；  v. 收获；裁切；啃吃；突然出现,5.0,4,dict_c,"[14923, 7982, 8287]",0,564
9970,dictate,"/dɪkˈteɪt/, /ˈdɪkˌteɪt/",v. 规定；决定，支配；命令；口授；听写（读作/dɪkˈteɪt/或/ˈdɪkˌteɪt/）；  n. 命令；指令（读作/ˈdɪkˌteɪt/）,8.0,7,dict_d_f,"[1313, 5506, 12033]",0,564
5861,infant,/ˈɪnfənt/,n. 幼儿，婴儿；  adj. 婴儿的；初期的，初创的,7.0,6,dict_g_k,"[5553, 5909, 5640]",0,564
6405,debris,/dəˈbriː/,n. 废墟，残骸,9.0,6,dict_d_f,"[1438, 5766, 1591]",0,564
5881,idiot,/ˈɪdiət/,n. 愚蠢的人，白痴,8.0,5,dict_g_k,"[16229, 230, 982]",0,564
471243,emulation,/ˌemjuˈleɪʃn/,n. 模仿，效仿；竞争；努力追上并超越,8.0,9,dict_d_f,"[6461, 5842, 8850]",0,564
4376,survey,"/ˈsɜrˌveɪ/, /sərˈveɪ/",n. 调查；测量；鉴定（读作/ˈsɜrˌveɪ/）；俯瞰；环视；概述，全面评述；  v. 调查；测量，勘测；鉴定；查看；审视（读作/sərˈveɪ/）；俯瞰；环视,6.0,6,dict_s,"[63, 6534, 10980]",0,564
1459,hypocrisy,/hɪˈpɑːkrəsi/,n. 虚伪；伪善,8.0,9,dict_g_k,"[4638, 4089, 473599]",0,564
6453,prescription,/prɪˈskrɪpʃn/,n. 处方，药方；开处方，开药方；（医生开的）药,7.0,12,dict_p_r,"[3049, 4397, 11571]",0,564
4009,ideology,/ˌaɪdiˈɑːlədʒi/,n. 意识形态，思想（体系）,9.0,8,dict_g_k,"[4194, 6259, 6724]",0,564
1028,endurance,/ɪnˈdʊrəns/,n. 忍耐力，耐性，耐用度；耐久力,7.0,9,dict_d_f,"[4727, 1790, 1615]",0,564
15895,state,/steɪt/,n. 州，邦；国家；状态，情况；  v. 说明，陈述；  adj. 国家的，州的，邦的；国务的，公务的；正式的,1.0,5,dict_s,"[653, 6529, 6584]",0,564
11474,suffice,/səˈfaɪs/,v. 足够,8.0,7,dict_s,"[9229, 2328, 5388]",0,564
6465,revive,/rɪˈvaɪv/,v. （使）苏醒；（使）复苏，（使）复兴；再兴起；重做；（使）重新流行；（使）复活,8.0,6,dict_p_r,"[2618, 1007, 391307]",0,564
6397,outfit,/ˈaʊtfɪt/,n. 装备，装束，全套服装；组织，团队；  v. 提供装备,8.0,6,dict_l_o,"[400238, 5793, 947]",0,564
8115,prepare,/prɪˈper/,v. 准备；做好准备；配置；调制；预先计划,4.0,7,dict_p_r,"[5551, 6178, 5824]",0,564
6497,hysterical,/hɪˈsterɪkl/,adj. 歇斯底里的，情绪激动的,9.0,10,dict_g_k,"[4190, 3861, 5852]",0,564
5919,ignite,/ɪɡˈnaɪt/,v. 点燃，燃烧,9.0,6,dict_g_k,"[5239, 1628, 3918]",0,564
6518,giggle,/ˈɡɪɡl/,v. 咯咯地笑；傻笑；  n. 咯咯笑；傻笑,8.0,6,dict_g_k,"[6849, 358, 5284]",0,564
503,cognitive,/ˈkɑːɡnətɪv/,adj. 认识能力的；认知的,9.0,9,dict_c,"[4735, 2516, 7274]",0,564
4972,medical,/ˈmedɪkl/,adj. 医学的，医疗的；内科的；药的；需治疗的；  n. 体格检查,4.0,7,dict_l_o,"[4635, 475757, 6655]",0,564
5152,intelligence,/ɪnˈtelɪdʒəns/,n. 智力；情报；理解力；智能；智慧,5.0,12,dict_g_k,"[14956, 7128, 9301]",0,564
13029,huddle,/ˈhʌdl/,v. 聚集在一起，挤作一团；把身子蜷成一团，蜷缩；使聚集在一起；  n. 挤在一起的人，一堆杂乱的东西,7.0,6,dict_g_k,"[1460, 10171, 2092]",0,564
6531,trek,/trek/,n. 艰苦跋涉；  v. 拉（货车），搬运,10.0,4,dict_t_z,"[1830, 14077, 4548]",0,564
5784,surgery,/ˈsɜːrdʒəri/,n. 外科手术；外科，外科学；诊所,7.0,7,dict_s,"[1417, 1636, 8446]",0,564
4914,private,/ˈpraɪvət/,adj. 私人的；私密的；私下的；喜欢独处的；清静的；私立的；私有的；  n. 士兵,4.0,7,dict_p_r,"[5987, 9786, 2137]",0,564
391559,wrapping,/ˈræpɪŋ/,n. 包装材料,7.0,8,dict_t_z,"[4635, 999, 11375]",0,564
4538,haven,/ˈheɪvn/,n. 港湾；避难所；  vt. 为…提供庇护所,9.0,5,dict_g_k,"[2420, 10019, 17737]",0,564
6667,molecular,/məˈlekjələr/,adj. 分子的,9.0,9,dict_l_o,"[413540, 4846, 1540]",0,564
412971,idiotic,/ˌɪdiˈɑːtɪk/,adj. 愚蠢的,7.0,7,dict_g_k,"[2061, 5956, 407325]",0,564
11463,easily,/ˈiːzəli/,adv. 容易地；无疑地；很可能地,2.0,6,dict_d_f,"[5806, 390854, 419519]",0,564
10142,observe,/əbˈzɜːrv/,v. 观察；注视；注意；说，评论；庆祝，纪念；遵守,6.0,7,dict_l_o,"[3953, 6571, 442169]",0,564
2618,wardrobe,/ˈwɔːrdroʊb/,n. 衣橱；全部服装；剧服,6.0,8,dict_t_z,"[5634, 391544, 5637]",0,564
6783,voyage,/ˈvɔɪɪdʒ/,n. 航海，航行；  vi. 航海；航行,6.0,6,dict_t_z,"[5093, 6317, 4818]",0,564
7393,hibernate,/ˈhaɪbərneɪt/,vi. 冬眠，蛰居,8.0,9,dict_g_k,"[469768, 430983, 17293]",0,564
3921,shift,/ʃɪft/,n. 转移；转换；轮班；改变；  v. 转移；售卖（难卖的物品）；换挡；改换，替换；挪动；转向；转变,7.0,5,dict_s,"[5391, 5993, 5227]",0,564
3972,engage,/ɪnˈɡeɪdʒ/,v. 吸引住（注意力、兴趣）；加入，参加（活动）；雇，聘；（军队）交战；啮合；使从事；参加；使订婚；占用（时间、精力等）；答应；使忙碌；与......建立密切关系,7.0,6,dict_d_f,"[8588, 1608, 6716]",0,564
10111,ideological,/ˌaɪdiəˈlɑːdʒɪkl/,adj. 思想上的，意识形态的,10.0,11,dict_g_k,"[18887, 4556, 4773]",0,564
6787,gauge,/ɡeɪdʒ/,n. 测量仪；尺度，标准；  v. 估计；计量,8.0,5,dict_g_k,"[6798, 2539, 6453]",0,564
1237,fringe,/frɪndʒ/,n. 刘海；一排；边缘；穗，流苏；  v. 形成……的边缘,7.0,6,dict_d_f,"[6763, 5142, 7100]",0,564
1041,enthusiasm,/ɪnˈθuːziæzəm/,n. 热情，热心，热忱；热衷的活动，热爱的事物；极大兴趣,7.0,10,dict_d_f,"[121, 10790, 19946]",0,564
427043,regional,/ˈriːdʒənl/,adj. 地区性的；局部的；当地的；方言的；行政区的；地方色彩的；  n. 分部,6.0,8,dict_p_r,"[5965, 7857, 773]",0,564
1460,hypocrite,/ˈhɪpəkrɪt/,n. 伪君子，伪善者,10.0,9,dict_g_k,"[9898, 5553, 6004]",0,564
6794,suburb,/ˈsʌbɜːrb/,n. 郊区；城外,7.0,6,dict_s,"[7904, 4042, 7509]",0,564
5057,code,/koʊd/,n. 编码，代码；准则；法典；密码；电话区号；  v. 将…编码；将……译成密码,6.0,4,dict_c,"[473868, 5729, 419519]",0,564
15048,illicit,/ɪˈlɪsɪt/,adj. 违法的，违禁的,10.0,7,dict_g_k,"[6006, 10417, 478770]",0,564
12118,classified,/ˈklæsɪfaɪd/,adj. 机密的；分类的；类别的,6.0,10,dict_c,"[1782, 5649, 2593]",0,564
4107,bonus,/ˈboʊnəs/,n. 奖金，额外津贴；意外收获；红利,8.0,5,dict_a_b,"[2657, 18521, 8910]",0,564
6811,ripe,/raɪp/,adj. 熟的，成熟的；时机成熟的；  v. 〈诗〉同“ripen“,6.0,4,dict_p_r,"[3954, 5974, 6351]",0,564
1440,hostage,/ˈhɑːstɪdʒ/,n. 人质,9.0,7,dict_g_k,"[8731, 1006, 16773]",0,564
4738,sensible,/ˈsensəbl/,adj. 明智的，理智的；可觉察的；实用耐穿的；合理的；朴素实用的,7.0,8,dict_s,"[78, 3861, 390404]",0,564
6309,exploration,/ˌekspləˈreɪʃn/,n. 探索；研究；探险；探测，勘查,8.0,11,dict_d_f,"[5878, 1803, 479276]",0,564
4844,recover,/rɪˈkʌvər/,v. 痊愈，恢复健康；恢复；收回；换回；重新找到；重新获得；复苏；弥补；找回,5.0,7,dict_p_r,"[4843, 8009, 2418]",0,564
6838,weed,/wiːd/,n. 杂草，野草；水草；海藻；  v. 除杂草,7.0,4,dict_t_z,"[2334, 10248, 11405]",0,564
1469,illiterate,/ɪˈlɪtərət/,n. 文盲，目不识丁者；  adj. 不识字的；缺乏（某方面）知识的；语法错误的,8.0,10,dict_g_k,"[4723, 11033, 9324]",0,564
4467,thirst,/θɜːrst/,n. 渴；干渴，缺水；渴求，渴望；  v. 渴求,6.0,6,dict_t_z,"[8504, 6138, 1901]",0,564
3889,occur,/əˈkɜːr/,vi. 发生；出现，存在；（想法）被想到,6.0,5,dict_l_o,"[981, 11033, 10093]",0,564
5399,atlas,/ˈætləs/,n. 地图集,8.0,5,dict_a_b,"[5786, 791, 565]",0,564
6901,embroidery,/ɪmˈbrɔɪdəri/,n. 刺绣（品）；润色,9.0,10,dict_d_f,"[4711, 11154, 5831]",0,564
16773,inherent,/ɪnˈhɪrənt/,adj. 内在的，固有的；生来就有的,9.0,8,dict_g_k,"[4022, 6730, 18233]",0,564
473285,humiliation,/hjuːˌmɪliˈeɪʃn/,n. 耻辱；丢脸,8.0,11,dict_g_k,"[7075, 11571, 391350]",0,564
5560,relief,/rɪˈliːf/,n. 安慰；缓解；减轻；浮雕；凸显，起伏；救济金；救济物资；换班人；接替人；对比；救济，援助；（不快过后的）宽慰，轻松,5.0,6,dict_p_r,"[11334, 4511, 6328]",0,564
405042,economist,/ɪˈkɑːnəmɪst/,n. 经济学家；<古>节俭的人,4.0,9,dict_d_f,"[2456, 1299, 17667]",0,564
7006,infinite,/ˈɪnfɪnət/,adj. 无限的，无穷的；无数的；极大的；  n. 无穷，无限大,7.0,8,dict_g_k,"[1121, 4287, 4261]",0,564
4984,presence,/ˈprezns/,n. 出席，到场；存在；风度，仪态；幽灵，鬼魂,5.0,8,dict_p_r,"[5090, 404580, 11138]",0,564
5756,architect,/ˈɑːrkɪtekt/,n. 设计师；建筑师,7.0,9,dict_a_b,"[5952, 4464, 467022]",0,564
4941,origin,/ˈɔːrɪdʒɪn/,n. 起源；由来，来源；出身,6.0,6,dict_l_o,"[6629, 476531, 5951]",0,564
5408,illuminate,/ɪˈluːmɪneɪt/,vt. 照亮；阐释；说明,8.0,10,dict_g_k,"[815, 1006, 17371]",0,564
7118,positive,/ˈpɑːzətɪv/,adj. 积极的，乐观的；正面的；确信的；阳性的；正的；肯定的，表示赞成的；明确的，断然的；确实的，有事实根据的；  n. 正数；正极；正片；优势，优点,6.0,8,dict_p_r,"[4844, 3974, 327354]",0,564
4389,personality,/ˌpɜːrsəˈnæləti/,n. 性格；个性鲜明的人；（娱乐界或体育界的）名人,6.0,11,dict_p_r,"[475757, 4129, 239]",0,564
873,dietary,/ˈdaɪəteri/,adj. 饮食的，与饮食有关的,9.0,7,dict_d_f,"[9901, 6127, 5450]",0,564
1518,inborn,/ˌɪnˈbɔːrn/,adj. 天生的；先天的,10.0,6,dict_g_k,"[11727, 4035, 10264]",0,564
81,adverse,/ədˈvɜːrs/,adj. 不利的；（方向上）逆的；在相反的方向上移动（或运转）；相反的,8.0,7,dict_a_b,"[390854, 16633, 6329]",0,564
7284,frown,/fraʊn/,n. 皱眉；不悦；  v. 皱眉；不赞成；以皱眉对……表示不满,8.0,5,dict_d_f,"[7857, 3936, 1854]",0,564
7141,scale,/skeɪl/,n. 天平，磅秤；刻度，尺度，标度；等级，级别，等级体系；鳞片，鳞状物；规模；水垢，牙垢；比例，比例尺；范围，程度；  v. 攀登；按比例决定；称重；刮鳞，剥落,7.0,5,dict_s,"[1015, 390215, 391295]",0,564
5821,mutual,/ˈmjuːtʃuəl/,adj. 互相的；彼此的；共同的,7.0,6,dict_l_o,"[2445, 5178, 1359]",0,564
8402,consequence,/ˈkɑːnsɪkwens/,n. 结果；后果；重要性,6.0,11,dict_c,"[6158, 5266, 5389]",0,564
9934,humanist,/ˈhjuːmənɪst/,n. 人道主义者，人类学者，人文学者；  adj. 人文主义的，人道主义的,9.0,8,dict_g_k,"[5401, 592, 1059]",0,564
7306,scenic,/ˈsiːnɪk/,n. 风景照片；风景名胜；  adj. 景色优美的；舞台背景的，舞台的,10.0,6,dict_s,"[6542, 8556, 9544]",0,564
14987,rehearsal,/rɪˈhɜːrsl/,n. 叙述，详述；排练，排演,8.0,9,dict_p_r,"[10266, 5123, 5367]",0,564
17224,swap,/swɑːp/,v. 交换；替换；对调；  n. 交换；交换物,8.0,4,dict_s,"[1788, 391449, 1782]",0,564
841,destination,/ˌdestɪˈneɪʃn/,n. 目的地；  adj. 目的地的,7.0,11,dict_d_f,"[773, 6158, 9533]",0,564
5434,associate, /əˈsoʊsieɪt/; /əˈsoʊʃieɪt/ ,v. 联想；联合；与……厮混；与......有关；联系；关联；与某人交往；  n. 伙伴；同事，合作人；  adj. 副的,7.0,9,dict_a_b,"[2505, 6532, 12372]",0,564
7310,cowboy,/ˈkaʊbɔɪ/,n. 牛仔,7.0,6,dict_c,"[4152, 8445, 924]",0,564
7102,status,"/ˈstætəs/, /ˈsteɪtəs/",n. 地位；状况；身份；职位；（进展的）状况，情形,6.0,6,dict_s,"[6787, 1882, 109]",0,564
5683,reject,"/rɪˈdʒɛkt/, /ˈridʒɛkt/",vt. 拒绝；驳回；  v. 抵制；丢弃（读作/rɪˈdʒɛkt/）；冷落；嫌弃，厌弃；  n. 次品；不合格者（读作/ˈridʒɛkt/）,6.0,6,dict_p_r,"[7820, 391293, 9165]",0,564
6542,humiliate,/hjuˈmɪlieɪt/,vt. 使蒙耻；使丢脸；羞辱,9.0,9,dict_g_k,"[420, 390721, 4822]",0,564
8631,catastrophe,/kəˈtæstrəfi/,n. 大灾难,8.0,11,dict_c,"[55, 5448, 8490]",0,564
7850,plain,/pleɪn/,adj. 朴素的，不做修饰的；平凡的；简单明了的；坦率的；清楚的，显而易见的；  n. 平原；  adv. (用以加强语气)显然，非常,5.0,5,dict_p_r,"[7961, 10262, 8576]",0,564
4893,fee,/fiː/,n. 服务费，报酬；费用,5.0,3,dict_d_f,"[4329, 5697, 418448]",0,564
6231,pursue,/pərˈsuː/,v. 进行，从事；追赶；追求；致力于,8.0,6,dict_p_r,"[574, 435352, 5702]",0,564
11009,imprison,/ɪmˈprɪzn/,v. 关押，监禁,8.0,8,dict_g_k,"[5652, 8751, 471243]",0,564
485983,nonetheless,/ˌnʌnðəˈles/,adv. 尽管如此，仍然；然而，但是,8.0,11,dict_l_o,"[1813, 9167, 1171]",0,564
7966,guidance,/ˈɡaɪdns/,n. 指导，引导；导航,6.0,8,dict_g_k,"[2489, 4023, 8070]",0,564
5613,literature, /ˈlɪtərətʃər/,n. 文学；文献；宣传册；著述；文学作品,5.0,10,dict_l_o,"[683, 4333, 7184]",0,564
7961,retire,/rɪˈtaɪər/,v. 退休；退役；退出，离开；退庭，休庭；就寝,6.0,6,dict_p_r,"[1795, 7214, 435552]",0,564
18208,hurdle,/ˈhɜːrdl/,n. 跨栏用栏，障碍；  v. 跨栏，跨过,8.0,6,dict_g_k,"[4107, 2044, 5651]",0,564
8200,probe,/proʊb/,vt. 探测，探索；调查；  v. 探查；  n. 探索，调查；探测器；探针,8.0,5,dict_p_r,"[8190, 6644, 4386]",0,564
7997,inspect,/ɪnˈspekt/,v. 检查，审查,6.0,7,dict_g_k,"[5832, 4077, 4141]",0,564
4057,dose,/doʊs/,n. （药的）剂量，用量，一剂；  vt. 给……服药,8.0,4,dict_d_f,"[4888, 16413, 5306]",0,564
2991,indict,/ɪnˈdaɪt/,v. 控诉，起诉,10.0,6,dict_g_k,"[5696, 4809, 8082]",0,564
16320,description,/dɪˈskrɪpʃn/,n. 描写，形容，叙述；种类，类型,5.0,11,dict_d_f,"[9305, 8626, 8097]",0,564
8470,bolster,/ˈboʊlstər/,n. 枕垫；  v. 支持，鼓励,10.0,7,dict_a_b,"[4083, 19904, 2541]",0,564
8078,hurricane,/ˈhɜːrəkeɪn/,n. 飓风；像飓风般猛烈的人（或物）,7.0,9,dict_g_k,"[6518, 1538, 1149]",0,564
2371,slam,/slæm/,v. 砰地关上；猛力拉，扔；砰地放下；猛烈抨击；猛烈撞击；  n. 砰的一声；大满贯,8.0,4,dict_s,"[824, 5792, 5246]",0,564
4965,operation,/ˌɑːpəˈreɪʃn/,n. 操作；手术；运转；经营；生意，企业；行动，活动；运行；运算,4.0,9,dict_l_o,"[9544, 9133, 470908]",0,564
473459,immersion,/ɪˈmɜːrʃn/,n. 沉浸；浸入；专心；浸礼,8.0,9,dict_g_k,"[1053, 9023, 8193]",0,564
653,converge,/kənˈvɜːrdʒ/,v. （向某一点）相交，会合；汇集，聚集，集中；（观点等）趋于一致,9.0,8,dict_c,"[7236, 428, 5524]",0,564
8245,stunning,/ˈstʌnɪŋ/,adj. 极美妙的，令人印象深刻的；令人震惊的,10.0,8,dict_s,"[7176, 412971, 125]",0,564
6387,dump,/dʌmp/,vt. 倾倒，丢弃；抛弃（某人）；倾销，抛售；  vi. 扔垃圾；骤降；  n. 垃圾场，废物堆；军需品临时堆放的地方；令人讨厌的地方；转储；转存；转储数据,8.0,4,dict_d_f,"[5896, 5651, 947]",0,564
